userName,content,score,at,appVersion,content_clean
Habidinata Kusuma,gemmm baguss bget ramh pppk,5,2025-10-08 13:00:05,2.1.18.11201,gemmm baguss bget ramh pppk
Muhammad Ihsan,sinyal hijau tapi ngelag sampe afk,1,2025-10-08 13:00:03,2.1.18.11201,sinyal hijau tapi ngelag sampe afk
rehan.n Kasep,mobile legends sekarang suka ngeleg gajelas jaringan bagus juga ngeleg sendiri knapa yaaa,1,2025-10-08 13:00:03,2.1.18.11201,mobile legends sekarang suka ngeleg gajelas jaringan bagus juga ngeleg sendiri knapa yaaa
black shadow,"GAME SAMPAH! sistem ga jelas, match making berantakan. Bisa ngatur sistem ga lu? UDAH KIKIR, BUSUK LAGI.",1,2025-10-08 12:59:40,,"game sampah! sistem ga jelas, match making berantakan. bisa ngatur sistem ga lu? udah kikir, busuk lagi."
Dolores Welman (Oiss),moonton parah gue kena kredit skor gk bs main ranked cma gara gara jaringan ini kekurangan moonton gk bs sperti game lain biar jaringan pas pas bisa main lancar mending pindah ke honor of king aja,1,2025-10-08 12:59:36,,moonton parah gue kena kredit skor gk bs main ranked cma gara gara jaringan ini kekurangan moonton gk bs sperti game lain biar jaringan pas pas bisa main lancar mending pindah ke honor of king aja
Ojik Rozi,bagus,5,2025-10-08 12:59:21,1.9.70.10634,bagus
Radity Surantama,geme nya ngomong nya tosix gak sopan kasihan anak anak di bawah umur. geme apa lah ini udah di bilang mundur gak mau mundur lostreek Mulu geme ini kualitas nya GK bagus mending main geme lain aj dari pada geme mati suri,1,2025-10-08 12:58:36,2.1.18.11201,geme nya ngomong nya tosix gak sopan kasihan anak anak di bawah umur. geme apa lah ini udah di bilang mundur gak mau mundur lostreek mulu geme ini kualitas nya gk bagus mending main geme lain aj dari pada geme mati suri
Muhammad Rijak,"masa iya saya solo ketemu trio,udah gitu tim cuman duo.yg seimbang lah",1,2025-10-08 12:58:35,1.9.99.10932,"masa iya saya solo ketemu trio,udah gitu tim cuman duo.yg seimbang lah"
Lonely,kalah terus padahal mau naik legend.monton monton gw kecewa sama ini game,1,2025-10-08 12:57:30,1.9.64.10601,kalah terus padahal mau naik legend.monton monton gw kecewa sama ini game
Mariana,haji,5,2025-10-08 12:56:26,2.1.18.11201,haji
Faiqotul Husna,gem berik yg ma en tolol semua,1,2025-10-08 12:55:29,,gem berik yg ma en tolol semua
Nurul Wahidah,lumayan,5,2025-10-08 12:52:58,2.1.18.11201,lumayan
Ahmad Safi'i,game bento banyak bot,1,2025-10-08 12:50:43,,game bento banyak bot
Afif Amrullah,ehh poke kalo punya apk tuh jaringan ny di perbaharui update tan kali ini bener2 bikin emosi aja masak ping stabil game ny nge fress kwk jaringan nge laq aja game laku kok lalai update jaringan ny,1,2025-10-08 12:50:42,1.9.99.10932,ehh poke kalo punya apk tuh jaringan ny di perbaharui update tan kali ini bener2 bikin emosi aja masak ping stabil game ny nge fress kwk jaringan nge laq aja game laku kok lalai update jaringan ny
Haikal Kamil,aneh sekarang pas mulai mact ada tulisan reconet sinyal bagus padahal winstrake gw jadi hancur gara gara ini haduh mohon perhatianya,1,2025-10-08 12:49:42,2.1.18.11201,aneh sekarang pas mulai mact ada tulisan reconet sinyal bagus padahal winstrake gw jadi hancur gara gara ini haduh mohon perhatianya
abang Fatih,"Akhir"" ini sering bug gak jelas dari awal sampe late game gak bisa di mainin padahal jaringan lancar suka tiba lag ini sungguh gak masuk di akal, tolonglah montoon di perbaiki!!!",5,2025-10-08 12:48:58,2.1.18.11201,"akhir"" ini sering bug gak jelas dari awal sampe late game gak bisa di mainin padahal jaringan lancar suka tiba lag ini sungguh gak masuk di akal, tolonglah montoon di perbaiki!!!"
PITT BE,coba tambahin fitur ngirim battle poin biar bisa ngirim ke temen,5,2025-10-08 12:48:20,2.1.18.11201,coba tambahin fitur ngirim battle poin biar bisa ngirim ke temen
Rio Kadek,game yg sangat bagus dan keren tim nya bagus bagus ke balikan nya tapi game jembut game burik burik,3,2025-10-08 12:47:33,2.1.18.11201,game yg sangat bagus dan keren tim nya bagus bagus ke balikan nya tapi game jembut game burik burik
Alfandy Syakur,Ml makin kesini makin gk jelas. masalah jaringan itu jdi jelek banget. Padahal jaringan stabil tapi suka lag tiba tiba.jadi makin males main nya. Update makin gede mb tapi game gk diperbaiki montoon udh gak waras,1,2025-10-08 12:46:56,1.9.70.10634,ml makin kesini makin gk jelas. masalah jaringan itu jdi jelek banget. padahal jaringan stabil tapi suka lag tiba tiba.jadi makin males main nya. update makin gede mb tapi game gk diperbaiki montoon udh gak waras
Rezky Pratama,waw seru,5,2025-10-08 12:44:46,2.1.18.11201,waw seru
Satria,mantap bagus banget udah bisa ws Alhamdulillah,5,2025-10-08 12:44:13,1.9.68.10631,mantap bagus banget udah bisa ws alhamdulillah
mailphone,bagussihh tapi tolong drak sistem di hapus,5,2025-10-08 12:44:12,2.1.18.11201,bagussihh tapi tolong drak sistem di hapus
hasrida 1985,gua Sukak sekali ml karena gua user franko sekali tarikan maut langsung kena lord,5,2025-10-08 12:42:07,,gua sukak sekali ml karena gua user franko sekali tarikan maut langsung kena lord
Fahri Df,"game sedot jaringan.. makin hari makin jelek.. game nya makin buruk.. jaringan full tapi masih nge leq.. bnyak x bug nya,, game ini",2,2025-10-08 12:41:22,2.1.18.11201,"game sedot jaringan.. makin hari makin jelek.. game nya makin buruk.. jaringan full tapi masih nge leq.. bnyak x bug nya,, game ini"
Acan Beres,semoga bagus,5,2025-10-08 12:41:20,2.1.18.11201,semoga bagus
Kadek Putra,game burik banyak draksistem ini adalah game burik yang pernah ada,1,2025-10-08 12:40:21,,game burik banyak draksistem ini adalah game burik yang pernah ada
NyoXezz,ini game makin lama makin anj. aja. jaringan bagus stabil tiba² gabisa gerak heronya. giliran di pencet mau bilang jaringan buruk yg muncul jaringan bagus/stabil. matchmaking gak jelas. kitanya main solo musuhnya party. Pas war posisi menang tiba² menghubungkan ulang. padahal make kuota data,1,2025-10-08 12:39:53,,ini game makin lama makin anj. aja. jaringan bagus stabil tiba² gabisa gerak heronya. giliran di pencet mau bilang jaringan buruk yg muncul jaringan bagus/stabil. matchmaking gak jelas. kitanya main solo musuhnya party. pas war posisi menang tiba² menghubungkan ulang. padahal make kuota data
Muhammad Abdul Alfaqih,benerin dulu bug nya gue afk udah 3 kali bodo,1,2025-10-08 12:39:49,1.9.64.10601,benerin dulu bug nya gue afk udah 3 kali bodo
Rohyati,bagus banget bos,5,2025-10-08 12:39:20,,bagus banget bos
Greesel.,"Game yg sangat mengerikan gs.. jangn coba"" download ya adik"" soal nya klo mainnin game ini selama sebulan atau lebih, bisa membuat kita masuk rumah sakit jiwa / setress klo yang udah download game ini selebihnya habus aja gak baik buat kesehatan/mental...😈👿",5,2025-10-08 12:38:51,,"game yg sangat mengerikan gs.. jangn coba"" download ya adik"" soal nya klo mainnin game ini selama sebulan atau lebih, bisa membuat kita masuk rumah sakit jiwa / setress klo yang udah download game ini selebihnya habus aja gak baik buat kesehatan/mental...😈👿"
X8_ MUHAMMAD TAUFIK,"hadeuh main game ini orang mah bikin seru malah di bikin stres ga wortit banget, apalgi moonton sengaja bet kasi tim drak sistem drak sistem melulu, di tambah lagi sinyalnya bagus malah ngelek ngelek",1,2025-10-08 12:36:33,,"hadeuh main game ini orang mah bikin seru malah di bikin stres ga wortit banget, apalgi moonton sengaja bet kasi tim drak sistem drak sistem melulu, di tambah lagi sinyalnya bagus malah ngelek ngelek"
Ļőęņģķ_şýãh,"makin sering update jadi sering ngelag gak enak kayaknya game ini khusus orang yang kaya kaya aja kalo gak kaya mending ga usah main, kalo maksa main yaudah awas darah tinggi bubarin aja gamenya todddd🤭🤫",1,2025-10-08 12:36:12,2.1.18.11201,"makin sering update jadi sering ngelag gak enak kayaknya game ini khusus orang yang kaya kaya aja kalo gak kaya mending ga usah main, kalo maksa main yaudah awas darah tinggi bubarin aja gamenya todddd🤭🤫"
Fitri Ramadhani,"sangat seru, dan bisa cari teman / pacar 💞",5,2025-10-08 12:35:42,2.1.18.11201,"sangat seru, dan bisa cari teman / pacar 💞"
Supendi,seru,5,2025-10-08 12:35:03,,seru
Domzz Stay,Semoga kesabaran yang tinggi menyertai kita semua - Domzz Stay ~,5,2025-10-08 12:33:07,2.1.18.11201,semoga kesabaran yang tinggi menyertai kita semua - domzz stay ~
Malaki Tauhid,seru gw udah epic semoga bisa main di onic,5,2025-10-08 12:31:43,2.1.18.11201,seru gw udah epic semoga bisa main di onic
Amelia Nurohmah,"lovyu muntun, akun ku bisa balik karna tim cs nya bgus bgt bgt bgt. lovyu muntun 😘🥰😍💖💗💞💓💕",5,2025-10-08 12:29:31,2.1.18.11201,"lovyu muntun, akun ku bisa balik karna tim cs nya bgus bgt bgt bgt. lovyu muntun 😘🥰😍💖💗💞💓💕"
Fikri dupank,"jangan main gem ini guys,gem haram isinya drak sistem,gw selalu kalah pas main,emang moonton ga adil,gw scak di epic gegera drak sistem,tolong pisahin lah drag sistem nya,gem kikirr,bikin emosi,bukannya ngilangin stress malah tambah stress,gem haram kikirrr,di kasih tim yg poke,ga adil,padahal gw mau ngepus sampai imo,tapi kenyataan nya malah kalah mulu,moonton haram,tolong di notis,mending main gem free fire dari pada ml,lose treak terus,gw cape di epic terus,tolong moonton kasih tim yg bagus",1,2025-10-08 12:26:58,1.9.93.10904,"jangan main gem ini guys,gem haram isinya drak sistem,gw selalu kalah pas main,emang moonton ga adil,gw scak di epic gegera drak sistem,tolong pisahin lah drag sistem nya,gem kikirr,bikin emosi,bukannya ngilangin stress malah tambah stress,gem haram kikirrr,di kasih tim yg poke,ga adil,padahal gw mau ngepus sampai imo,tapi kenyataan nya malah kalah mulu,moonton haram,tolong di notis,mending main gem free fire dari pada ml,lose treak terus,gw cape di epic terus,tolong moonton kasih tim yg bagus"
abid firmansyah,"katanya game mobile legends kok nggk ada mobilnya kok aplikasi ini nggk bisa didonwloadya mungkin karena hp ku nokia,tapi seharusnya bisa lah hehe",1,2025-10-08 12:26:23,2.1.18.11201,"katanya game mobile legends kok nggk ada mobilnya kok aplikasi ini nggk bisa didonwloadya mungkin karena hp ku nokia,tapi seharusnya bisa lah hehe"
Arya Muazam Hidayat,tim nya tidak bisa berkontribusi dan playernya toxic trs dan juga aku main pake wifi ngelag padahal aku scroll yt sama tiktok ga ngelag,1,2025-10-08 12:26:19,1.9.6.9831,tim nya tidak bisa berkontribusi dan playernya toxic trs dan juga aku main pake wifi ngelag padahal aku scroll yt sama tiktok ga ngelag
Wati Masdelina Hutabarat,game semakin gak jelas fitur Lane yang meresahkan ditambah player nya makin banyak draksistem dan adalagi bila bintang 24 ketemu player trol sistem monton makin kesini makin kek bb,2,2025-10-08 12:25:29,2.1.18.11201,game semakin gak jelas fitur lane yang meresahkan ditambah player nya makin banyak draksistem dan adalagi bila bintang 24 ketemu player trol sistem monton makin kesini makin kek bb
raflesia hana,"GAME APA INI NAJIS, JARINGAN BUG LOL, BIKIN ORANG EMOSI, BENERIN NIH JARINGAN, DI ML DOANG JARINGAN BUG, BUKA APLIKASI LAIN LANCAR JAYA, KOCAK",1,2025-10-08 12:25:29,2.1.18.11201,"game apa ini najis, jaringan bug lol, bikin orang emosi, benerin nih jaringan, di ml doang jaringan bug, buka aplikasi lain lancar jaya, kocak"
Puji Wirawan,"Gonta ganti provider buat main clasic aja super lag, niat cari hiburan malah bikin emosi UNINSTALL LAH MALES",1,2025-10-08 12:23:47,1.9.70.10634,"gonta ganti provider buat main clasic aja super lag, niat cari hiburan malah bikin emosi uninstall lah males"
Sumiati Sumi,kalau lagi war tiba tiba jaringan merah. padahal jaringan bgs kalau main classic bagus aja. pas war tiba tiba kacau. untuk skrng mobile legend tidak bagus,3,2025-10-08 12:21:52,2.1.18.11201,kalau lagi war tiba tiba jaringan merah. padahal jaringan bgs kalau main classic bagus aja. pas war tiba tiba kacau. untuk skrng mobile legend tidak bagus
Padli Aryansah,hello Justin Yuan and Watson xu zhenhua I will never read the letter of Al Jabar to you I'm already hurt by you so congratulations on what will happen to the pain that is why,1,2025-10-08 12:20:26,2.1.18.11201,hello justin yuan and watson xu zhenhua i will never read the letter of al jabar to you i'm already hurt by you so congratulations on what will happen to the pain that is why
Nining Karningsih,kece badai,5,2025-10-08 12:19:53,1.9.99.10932,kece badai
Syahri Ramadhan,"kalau ngasi temen tu yang bener, gausah kawan epik lawan glory. itu seimbangkan namanya? menang 1x kalah Sampek 7 kali. harus seimbang lah kawan sama lawan cuihh",1,2025-10-08 12:18:17,2.1.18.11201,"kalau ngasi temen tu yang bener, gausah kawan epik lawan glory. itu seimbangkan namanya? menang 1x kalah sampek 7 kali. harus seimbang lah kawan sama lawan cuihh"
Lanjar Dani12,sip sangat bagus,5,2025-10-08 12:17:44,2.1.18.11201,sip sangat bagus
Alil,Kadang kadang Gamenya Bikin Emosi🗿🗿🗿,3,2025-10-08 12:17:14,,kadang kadang gamenya bikin emosi🗿🗿🗿
Riki Maulan,seru,5,2025-10-08 12:16:56,2.1.18.11201,seru
Efi Damayanti,lumayan tapi game nya agak agak ngelek,3,2025-10-08 12:16:40,,lumayan tapi game nya agak agak ngelek
Yum Roh,bjirr baru main 2 bulan udah epic,5,2025-10-08 12:15:25,1.9.99.10932,bjirr baru main 2 bulan udah epic
Al khalifi,ygy donlowd hok aja di game perusak mentaly ini atau ml saling ngejek lah toxic lah recal lah hok ramah klo klo di hok kita dikill musuh lansung lanjut cril lagi player ml mah ngetik klo kita dikill musuh di ml di omongin main pou aja lah apalah recal2 lah hok aja ygy jgn di donlowd game banke emang tolol lu idiot montod,1,2025-10-08 12:14:06,2.1.18.11201,ygy donlowd hok aja di game perusak mentaly ini atau ml saling ngejek lah toxic lah recal lah hok ramah klo klo di hok kita dikill musuh lansung lanjut cril lagi player ml mah ngetik klo kita dikill musuh di ml di omongin main pou aja lah apalah recal2 lah hok aja ygy jgn di donlowd game banke emang tolol lu idiot montod
M Syah,"aku main 2 win 2 lose gitu terus sampai setres gue , sekarang game nya sudah ku hapus , malah buat setres",1,2025-10-08 12:13:33,1.8.20.8941,"aku main 2 win 2 lose gitu terus sampai setres gue , sekarang game nya sudah ku hapus , malah buat setres"
Indonesian Master chef,game burik main sinyal nya bagus pas main lag lag riport moonton game udh bagus tp sinyalnya Cok dicek udh bagus tp kok abang ya 😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭,1,2025-10-08 12:11:16,,game burik main sinyal nya bagus pas main lag lag riport moonton game udh bagus tp sinyalnya cok dicek udh bagus tp kok abang ya 😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭
Hitori- Gotoh,Ayolah Moonton Benerin Dulu Engine/sistem nya,1,2025-10-08 12:10:13,,ayolah moonton benerin dulu engine/sistem nya
PapapRifky88,"naon tuh game naon, Minion aing kalah g nyerang base aing, tolol Minion kanker s1900",1,2025-10-08 12:09:28,,"naon tuh game naon, minion aing kalah g nyerang base aing, tolol minion kanker s1900"
Zuria yolanda,ml memng mantap tidak membuat bosan,5,2025-10-08 12:09:25,,ml memng mantap tidak membuat bosan
Vanya Galuh,game nya bagus dan seru banget buruan cobain.,5,2025-10-08 12:07:11,2.1.18.11201,game nya bagus dan seru banget buruan cobain.
Agus Sufyana,"ngasih tim nya gak adil , rasanya ingin pensi",1,2025-10-08 12:04:23,2.1.18.11201,"ngasih tim nya gak adil , rasanya ingin pensi"
maftah syukrianda,tolong jaringan diperbaiki...masak signyal full mainnya patah2...,3,2025-10-08 12:03:48,2.1.18.11201,tolong jaringan diperbaiki...masak signyal full mainnya patah2...
Andi Riko,"uda lama maen game ini, sekarang sekarang sering nge lag gejalas bahkan sampe ngga gerak hero,padahal sinyal bagus wifi bagus.. tolong moonton server ny di perbaiki lagi, klo masi ngga ada perbaikan,dengan hormat saya uninstal",1,2025-10-08 12:03:09,2.1.18.11201,"uda lama maen game ini, sekarang sekarang sering nge lag gejalas bahkan sampe ngga gerak hero,padahal sinyal bagus wifi bagus.. tolong moonton server ny di perbaiki lagi, klo masi ngga ada perbaikan,dengan hormat saya uninstal"
Rendra Hermateja,makin tidak devices friendly setiap detik ke 13 sampai 0 frame drop 1 fps per 5 detik parah alhasil tidak bisa mengganti emblem dan battle spell. bayangkan di suruh fast respon cuma dikasih waktu 2 detik. chipset SD 732g kurang kah?,1,2025-10-08 12:02:11,2.1.18.11201,makin tidak devices friendly setiap detik ke 13 sampai 0 frame drop 1 fps per 5 detik parah alhasil tidak bisa mengganti emblem dan battle spell. bayangkan di suruh fast respon cuma dikasih waktu 2 detik. chipset sd 732g kurang kah?
Aboy Tampan,"makin kesini makin ga jelas,,sering lag juga selalu di kasih kalah beruntun dapat tim jelek terus",1,2025-10-08 12:01:47,1.9.99.10932,"makin kesini makin ga jelas,,sering lag juga selalu di kasih kalah beruntun dapat tim jelek terus"
Nurcah Yadi,jadi jelek sekarang ml ngga bisa buat hp android,1,2025-10-08 12:01:18,1.9.33.10117,jadi jelek sekarang ml ngga bisa buat hp android
Fadil Al-Kahfi,👍👍,5,2025-10-08 11:59:55,2.1.18.11201,👍👍
Nucnuc 212,"game nya dark sistem ,",2,2025-10-08 11:59:13,2.1.18.11201,"game nya dark sistem ,"
Vierzha168,game macam apa ini seru banget,5,2025-10-08 11:58:14,2.1.18.11201,game macam apa ini seru banget
Sahhala Aqiqah,bagus,5,2025-10-08 11:58:06,2.1.18.11201,bagus
Dede Rosidin,game ciga bagong ayna sia t bisa ngajawab pertanyaan aing..kana jaringan aing sia di jieun berem..najis ayna mah aing kudu maen deui game ieu,1,2025-10-08 11:57:59,2.1.18.11201,game ciga bagong ayna sia t bisa ngajawab pertanyaan aing..kana jaringan aing sia di jieun berem..najis ayna mah aing kudu maen deui game ieu
Reski Jpot,"game mkin rusak, suka lag pdhal jringan hijau mnding gk usahhh dowload",1,2025-10-08 11:55:45,2.1.18.11201,"game mkin rusak, suka lag pdhal jringan hijau mnding gk usahhh dowload"
MaBaR Seru,game hama,1,2025-10-08 11:54:54,,game hama
