userName,content,appVersion,content_clean,tokenized,filtered_tokens,stopwords_removed,stemmed_tokens,slang_replaced,label,self_trained_label
VINZZ KASEP,ga jelas monton ngasih tim ga ngotak mulu gem bikin setres aja,1.7.8.7721,ga jelas monton ngasih tim ga ngotak mulu gem bikin setres aja,"['ga', 'jelas', 'monton', 'ngasih', 'tim', 'ga', 'ngotak', 'mulu', 'gem', 'bikin', 'setres', 'aja']","['ga', 'jelas', 'monton', 'ngasih', 'tim', 'ga', 'ngotak', 'mulu', 'gem', 'bikin', 'setres', 'aja']","['jelas', 'beri', 'ngotak', 'tres']","['ga', 'jelas', 'monton', 'ngasih', 'tim', 'ga', 'ngotak', 'mulu', 'gem', 'bikin', 'tres', 'aja']","['tidak', 'jelas', 'moonton', 'beri', 'team', 'tidak', 'ngotak', 'mulu', 'game', 'bikin', 'tres', 'aja']",,negative
SANSME,"malah makin ngaco ,down trus ,ms naik turuun,gua kasih rating 1 lah",2.1.18.11201,"malah makin ngaco ,down trus ,ms naik turuun,gua kasih rating 1 lah","['malah', 'makin', 'ngaco', ',', 'down', 'trus', ',', 'ms', 'naik', 'turuun', ',', 'gua', 'kasih', 'rating', '1', 'lah']","['malah', 'makin', 'ngaco', 'down', 'trus', 'ms', 'naik', 'turuun', 'gua', 'kasih', 'rating', 'lah']","['makin', 'ngaco', 'down', 'ms', 'naik', 'turuun', 'rating']","['malah', 'makin', 'ngaco', 'down', 'trus', 'ms', 'naik', 'turuun', 'gua', 'kasih', 'rating', 'lah']","['malah', 'makin', 'ngaco', 'down', 'terus', 'ms', 'naik', 'turuun', 'aku', 'kasih', 'rating', 'lah']",,negative
Zaldy Zaldy,"bangke ni game, mending lu urusin tuh masalah bug di ingame daripada ngurusin EVENT dan SKIN MULU. SIA-SIA banyak EVENT ama SKIN klo masalah bug aja gak di urusin. JARINGAN IJO TAPI GAMEPLAY NGELAG ANEH!!!",2.1.18.11201,"bangke ni game, mending lu urusin tuh masalah bug di ingame daripada ngurusin event dan skin mulu. sia-sia banyak event ama skin klo masalah bug aja gak di urusin. jaringan ijo tapi gameplay ngelag aneh!!!","['bangke', 'ni', 'game', ',', 'mending', 'lu', 'urusin', 'tuh', 'masalah', 'bug', 'di', 'ingame', 'daripada', 'ngurusin', 'event', 'dan', 'skin', 'mulu', '.', 'sia-sia', 'banyak', 'event', 'ama', 'skin', 'klo', 'masalah', 'bug', 'aja', 'gak', 'di', 'urusin', '.', 'jaringan', 'ijo', 'tapi', 'gameplay', 'ngelag', 'aneh', '!', '!', '!']","['bangke', 'ni', 'game', 'mending', 'lu', 'urusin', 'tuh', 'masalah', 'bug', 'di', 'ingame', 'daripada', 'ngurusin', 'event', 'dan', 'skin', 'mulu', 'siasia', 'banyak', 'event', 'ama', 'skin', 'klo', 'masalah', 'bug', 'aja', 'gak', 'di', 'urusin', 'jaringan', 'ijo', 'tapi', 'gameplay', 'ngelag', 'aneh']","['bangke', 'mending', 'urusin', 'masalah', 'bug', 'ingame', 'ngurusin', 'event', 'skin', 'siasia', 'banyak', 'event', 'skin', 'masalah', 'bug', 'urusin', 'ijo', 'lag', 'aneh']","['bangke', 'ni', 'game', 'mending', 'lu', 'urusin', 'tuh', 'masalah', 'bug', 'di', 'ingame', 'daripada', 'ngurusin', 'event', 'dan', 'skin', 'mulu', 'siasia', 'banyak', 'event', 'ama', 'skin', 'klo', 'masalah', 'bug', 'aja', 'gak', 'di', 'urusin', 'jaring', 'ijo', 'tapi', 'gameplay', 'ngelag', 'aneh']","['bangke', 'ini', 'game', 'mending', 'kamu', 'urusin', 'tuh', 'masalah', 'bug', 'di', 'ingame', 'daripada', 'ngurusin', 'event', 'dan', 'skin', 'mulu', 'siasia', 'banyak', 'event', 'ama', 'skin', 'kalau', 'masalah', 'bug', 'aja', 'tidak', 'di', 'urusin', 'jaring', 'ijo', 'tapi', 'gameplay', 'lag', 'aneh']",,negative
Ling Moskov,sekarang aneh bet di satuin tim gk bego terus kalo musuhnya op malesin,,sekarang aneh bet di satuin tim gk bego terus kalo musuhnya op malesin,"['sekarang', 'aneh', 'bet', 'di', 'satuin', 'tim', 'gk', 'bego', 'terus', 'kalo', 'musuhnya', 'op', 'malesin']","['sekarang', 'aneh', 'bet', 'di', 'satuin', 'tim', 'gk', 'bego', 'terus', 'kalo', 'musuhnya', 'op', 'malesin']","['sekarang', 'aneh', 'banget', 'satuin', 'bego', 'musuh', 'op', 'malesin']","['sekarang', 'aneh', 'bet', 'di', 'satuin', 'tim', 'gk', 'bego', 'terus', 'kalo', 'musuh', 'op', 'malesin']","['sekarang', 'aneh', 'banget', 'di', 'satuin', 'team', 'tidak', 'bego', 'terus', 'kalau', 'musuh', 'op', 'malesin']",,negative
Raden Arjuna,"bukannya makin bagus, malah makin parah lag-nya ya tau, di setting ada mode speed & peningkatan jaringan. masalah nya setiap kali di aktif-kan selalu ga bisa! suka nonaktif sendiri tiap kali mau nyalain mode speed & peningkatan. ditambah lagi, kira tiap main permasalahan nya di signal sendiri, wifi, data lah. tapi ga! pas di cek signal bar penuh begitupun wifi & data pun pas di tes di youtube & game lain lancar² aj. gimana sih? tolong lah, walau hp merek A03s tapi udah lama lain, perbagus lagi.",2.1.18.11201,"bukannya makin bagus, malah makin parah lag-nya ya tau, di setting ada mode speed & peningkatan jaringan. masalah nya setiap kali di aktif-kan selalu ga bisa! suka nonaktif sendiri tiap kali mau nyalain mode speed & peningkatan. ditambah lagi, kira tiap main permasalahan nya di signal sendiri, wifi, data lah. tapi ga! pas di cek signal bar penuh begitupun wifi & data pun pas di tes di youtube & game lain lancar² aj. gimana sih? tolong lah, walau hp merek a03s tapi udah lama lain, perbagus lagi.","['bukannya', 'makin', 'bagus', ',', 'malah', 'makin', 'parah', 'lag-nya', 'ya', 'tau', ',', 'di', 'setting', 'ada', 'mode', 'speed', '&', 'peningkatan', 'jaringan', '.', 'masalah', 'nya', 'setiap', 'kali', 'di', 'aktif-kan', 'selalu', 'ga', 'bisa', '!', 'suka', 'nonaktif', 'sendiri', 'tiap', 'kali', 'mau', 'nyalain', 'mode', 'speed', '&', 'peningkatan', '.', 'ditambah', 'lagi', ',', 'kira', 'tiap', 'main', 'permasalahan', 'nya', 'di', 'signal', 'sendiri', ',', 'wifi', ',', 'data', 'lah', '.', 'tapi', 'ga', '!', 'pas', 'di', 'cek', 'signal', 'bar', 'penuh', 'begitupun', 'wifi', '&', 'data', 'pun', 'pas', 'di', 'tes', 'di', 'youtube', '&', 'game', 'lain', 'lancar²', 'aj', '.', 'gimana', 'sih', '?', 'tolong', 'lah', ',', 'walau', 'hp', 'merek', 'a03s', 'tapi', 'udah', 'lama', 'lain', ',', 'perbagus', 'lagi', '.']","['bukannya', 'makin', 'bagus', 'malah', 'makin', 'parah', 'lagnya', 'ya', 'tau', 'di', 'setting', 'ada', 'mode', 'speed', 'peningkatan', 'jaringan', 'masalah', 'nya', 'setiap', 'kali', 'di', 'aktifkan', 'selalu', 'ga', 'bisa', 'suka', 'nonaktif', 'sendiri', 'tiap', 'kali', 'mau', 'nyalain', 'mode', 'speed', 'peningkatan', 'ditambah', 'lagi', 'kira', 'tiap', 'main', 'permasalahan', 'nya', 'di', 'signal', 'sendiri', 'wifi', 'data', 'lah', 'tapi', 'ga', 'pas', 'di', 'cek', 'signal', 'bar', 'penuh', 'begitupun', 'wifi', 'data', 'pun', 'pas', 'di', 'tes', 'di', 'youtube', 'game', 'lain', 'lancar', 'aj', 'gimana', 'sih', 'tolong', 'lah', 'walau', 'hp', 'merek', 'as', 'tapi', 'udah', 'lama', 'lain', 'perbagus', 'lagi']","['bukan', 'makin', 'bagus', 'makin', 'parah', 'lagnya', 'setting', 'speed', 'tingkat', 'masalah', 'aktif', 'selalu', 'suka', 'nonaktif', 'sendiri', 'nyalain', 'speed', 'tingkat', 'tambah', 'kira', 'masalah', 'signal', 'sendiri', 'wifi', 'cek', 'signal', 'bar', 'penuh', 'begitu', 'wifi', 'tes', 'youtube', 'lain', 'lancar', 'gimana', 'tolong', 'walau', 'merek', 'as', 'lama', 'lain', 'bagus']","['bukan', 'makin', 'bagus', 'malah', 'makin', 'parah', 'lagnya', 'ya', 'tau', 'di', 'setting', 'ada', 'mode', 'speed', 'tingkat', 'jaring', 'masalah', 'nya', 'tiap', 'kali', 'di', 'aktif', 'selalu', 'ga', 'bisa', 'suka', 'nonaktif', 'sendiri', 'tiap', 'kali', 'mau', 'nyalain', 'mode', 'speed', 'tingkat', 'tambah', 'lagi', 'kira', 'tiap', 'main', 'masalah', 'nya', 'di', 'signal', 'sendiri', 'wifi', 'data', 'lah', 'tapi', 'ga', 'pas', 'di', 'cek', 'signal', 'bar', 'penuh', 'begitu', 'wifi', 'data', 'pun', 'pas', 'di', 'tes', 'di', 'youtube', 'game', 'lain', 'lancar', 'aj', 'gimana', 'sih', 'tolong', 'lah', 'walau', 'hp', 'merek', 'as', 'tapi', 'udah', 'lama', 'lain', 'bagus', 'lagi']","['bukan', 'makin', 'bagus', 'malah', 'makin', 'parah', 'lagnya', 'ya', 'tau', 'di', 'setting', 'ada', 'mode', 'speed', 'tingkat', 'jaring', 'masalah', 'nya', 'tiap', 'kali', 'di', 'aktif', 'selalu', 'tidak', 'bisa', 'suka', 'nonaktif', 'sendiri', 'tiap', 'kali', 'mau', 'nyalain', 'mode', 'speed', 'tingkat', 'tambah', 'lagi', 'kira', 'tiap', 'main', 'masalah', 'nya', 'di', 'signal', 'sendiri', 'wifi', 'data', 'lah', 'tapi', 'tidak', 'pas', 'di', 'cek', 'signal', 'bar', 'penuh', 'begitu', 'wifi', 'data', 'pun', 'pas', 'di', 'tes', 'di', 'youtube', 'game', 'lain', 'lancar', 'aja', 'gimana', 'sih', 'tolong', 'lah', 'walau', 'hp', 'merek', 'as', 'tapi', 'udah', 'lama', 'lain', 'bagus', 'lagi']",,negative
Jerrysetiawan Tawulo,"GAME ANEH UDAH RANK TINGGI MALAH DAPAT TEMEN BOT ANEH BETT, TIM MUSUH PLAYER SEMUA DI TIM SENDIRI MALAH BOTT, BUAY GAME YG SERIUS LAH BODOH",1.9.99.10932,"game aneh udah rank tinggi malah dapat temen bot aneh bett, tim musuh player semua di tim sendiri malah bott, buay game yg serius lah bodoh","['game', 'aneh', 'udah', 'rank', 'tinggi', 'malah', 'dapat', 'temen', 'bot', 'aneh', 'bett', ',', 'tim', 'musuh', 'player', 'semua', 'di', 'tim', 'sendiri', 'malah', 'bott', ',', 'buay', 'game', 'yg', 'serius', 'lah', 'bodoh']","['game', 'aneh', 'udah', 'rank', 'tinggi', 'malah', 'dapat', 'temen', 'bot', 'aneh', 'bett', 'tim', 'musuh', 'player', 'semua', 'di', 'tim', 'sendiri', 'malah', 'bott', 'buay', 'game', 'yg', 'serius', 'lah', 'bodoh']","['aneh', 'tinggi', 'teman', 'bot', 'aneh', 'bett', 'musuh', 'semua', 'sendiri', 'bott', 'buay', 'serius', 'bodoh']","['game', 'aneh', 'udah', 'rank', 'tinggi', 'malah', 'dapat', 'temen', 'bot', 'aneh', 'bett', 'tim', 'musuh', 'player', 'semua', 'di', 'tim', 'sendiri', 'malah', 'bott', 'buay', 'game', 'yg', 'serius', 'lah', 'bodoh']","['game', 'aneh', 'udah', 'rank', 'tinggi', 'malah', 'dapat', 'teman', 'bot', 'aneh', 'bett', 'team', 'musuh', 'player', 'semua', 'di', 'team', 'sendiri', 'malah', 'bott', 'buay', 'game', 'yang', 'serius', 'lah', 'bodoh']",,negative
Mandala Wangi,"JARINGAN DARI DI IN GAME BURUK SEKALI , SAYA PAKAI WIFI YANG BAGUS , APAKAH JARINGAN MOBILE LEGENDS RUSAK ??",,"jaringan dari di in game buruk sekali , saya pakai wifi yang bagus , apakah jaringan mobile legends rusak ??","['jaringan', 'dari', 'di', 'in', 'game', 'buruk', 'sekali', ',', 'saya', 'pakai', 'wifi', 'yang', 'bagus', ',', 'apakah', 'jaringan', 'mobile', 'legends', 'rusak', '?', '?']","['jaringan', 'dari', 'di', 'in', 'game', 'buruk', 'sekali', 'saya', 'pakai', 'wifi', 'yang', 'bagus', 'apakah', 'jaringan', 'mobile', 'legends', 'rusak']","['buruk', 'wifi', 'bagus', 'apakah', 'legends', 'rusak']","['jaring', 'dari', 'di', 'in', 'game', 'buruk', 'sekali', 'saya', 'pakai', 'wifi', 'yang', 'bagus', 'apakah', 'jaring', 'mobile', 'legends', 'rusak']","['jaring', 'dari', 'di', 'in', 'game', 'buruk', 'sekali', 'aku', 'pakai', 'wifi', 'yang', 'bagus', 'apakah', 'jaring', 'mobile', 'legends', 'rusak']",,positive
Fajri Haridharmawan,GAME RUSAK MOONTON...!!!,2.1.18.11201,game rusak moonton...!!!,"['game', 'rusak', 'moonton', '...', '!', '!', '!']","['game', 'rusak', 'moonton']",['rusak'],"['game', 'rusak', 'moonton']","['game', 'rusak', 'moonton']",,negative
Abank Chanil,"coba perbaiki sistem anjg, padahal jaringan bagus kenapa lag terus. bikin emosi aja heran",2.1.18.11201,"coba perbaiki sistem anjg, padahal jaringan bagus kenapa lag terus. bikin emosi aja heran","['coba', 'perbaiki', 'sistem', 'anjg', ',', 'padahal', 'jaringan', 'bagus', 'kenapa', 'lag', 'terus', '.', 'bikin', 'emosi', 'aja', 'heran']","['coba', 'perbaiki', 'sistem', 'anjg', 'padahal', 'jaringan', 'bagus', 'kenapa', 'lag', 'terus', 'bikin', 'emosi', 'aja', 'heran']","['coba', 'baik', 'anjg', 'bagus', 'kenapa', 'lag', 'emosi', 'heran']","['coba', 'baik', 'sistem', 'anjg', 'padahal', 'jaring', 'bagus', 'kenapa', 'lag', 'terus', 'bikin', 'emosi', 'aja', 'heran']","['coba', 'baik', 'sistem', 'anjg', 'padahal', 'jaring', 'bagus', 'kenapa', 'lag', 'terus', 'bikin', 'emosi', 'aja', 'heran']",,negative
Sw Sh hehe,kalah mulu sampe 12X menang pun karna lawan komputer,,kalah mulu sampe 12x menang pun karna lawan komputer,"['kalah', 'mulu', 'sampe', '12x', 'menang', 'pun', 'karna', 'lawan', 'komputer']","['kalah', 'mulu', 'sampe', 'x', 'menang', 'pun', 'karna', 'lawan', 'komputer']","['kalah', 'sampai', 'menang', 'lawan', 'komputer']","['kalah', 'mulu', 'sampe', 'x', 'menang', 'pun', 'karna', 'lawan', 'komputer']","['kalah', 'mulu', 'sampai', 'kali', 'menang', 'pun', 'karena', 'lawan', 'komputer']",,negative
Giga Ogi,game gjls,,game gjls,"['game', 'gjls']","['game', 'gjls']",['gjls'],"['game', 'gjls']","['game', 'gjls']",,negative
amaluddin al waigam,"makin kesini updetan makin tidak jelas, mainnya selalu leg padahal sinyal bagus",1.9.99.10932,"makin kesini updetan makin tidak jelas, mainnya selalu leg padahal sinyal bagus","['makin', 'kesini', 'updetan', 'makin', 'tidak', 'jelas', ',', 'mainnya', 'selalu', 'leg', 'padahal', 'sinyal', 'bagus']","['makin', 'kesini', 'updetan', 'makin', 'tidak', 'jelas', 'mainnya', 'selalu', 'leg', 'padahal', 'sinyal', 'bagus']","['makin', 'updetan', 'makin', 'jelas', 'selalu', 'lag', 'sinyal', 'bagus']","['makin', 'kesini', 'updetan', 'makin', 'tidak', 'jelas', 'main', 'selalu', 'leg', 'padahal', 'sinyal', 'bagus']","['makin', 'kesini', 'updetan', 'makin', 'tidak', 'jelas', 'main', 'selalu', 'lag', 'padahal', 'sinyal', 'bagus']",,negative
Danis Maulana,"game bagus gak kikir, matchmaking seimbang banyak bansos, gacha nya juga wangi, game terbaik :)(wangiin akun gw moontod)saya tambahin 1 bintang lagi kalau saya gacha mendapat aspirant di pola 30(akun saya danish mllll)",2.1.18.11201,"game bagus gak kikir, matchmaking seimbang banyak bansos, gacha nya juga wangi, game terbaik :)(wangiin akun gw moontod)saya tambahin 1 bintang lagi kalau saya gacha mendapat aspirant di pola 30(akun saya danish mllll)","['game', 'bagus', 'gak', 'kikir', ',', 'matchmaking', 'seimbang', 'banyak', 'bansos', ',', 'gacha', 'nya', 'juga', 'wangi', ',', 'game', 'terbaik', ':', ')', '(', 'wangiin', 'akun', 'gw', 'moontod', ')', 'saya', 'tambahin', '1', 'bintang', 'lagi', 'kalau', 'saya', 'gacha', 'mendapat', 'aspirant', 'di', 'pola', '30', '(', 'akun', 'saya', 'danish', 'mllll', ')']","['game', 'bagus', 'gak', 'kikir', 'matchmaking', 'seimbang', 'banyak', 'bansos', 'gacha', 'nya', 'juga', 'wangi', 'game', 'terbaik', 'wangiin', 'akun', 'gw', 'moontod', 'saya', 'tambahin', 'bintang', 'lagi', 'kalau', 'saya', 'gacha', 'mendapat', 'aspirant', 'di', 'pola', 'akun', 'saya', 'danish', 'ml']","['bagus', 'kikir', 'imbang', 'banyak', 'bansos', 'gacha', 'wangi', 'baik', 'wangiin', 'akun', 'moontod', 'tambahin', 'bintang', 'gacha', 'aspirant', 'pola', 'akun', 'danish']","['game', 'bagus', 'gak', 'kikir', 'matchmaking', 'imbang', 'banyak', 'bansos', 'gacha', 'nya', 'juga', 'wangi', 'game', 'baik', 'wangiin', 'akun', 'gw', 'moontod', 'saya', 'tambahin', 'bintang', 'lagi', 'kalau', 'saya', 'gacha', 'dapat', 'aspirant', 'di', 'pola', 'akun', 'saya', 'danish', 'ml']","['game', 'bagus', 'tidak', 'kikir', 'matchmaking', 'imbang', 'banyak', 'bansos', 'gacha', 'nya', 'juga', 'wangi', 'game', 'baik', 'wangiin', 'akun', 'aku', 'moontod', 'aku', 'tambahin', 'bintang', 'lagi', 'kalau', 'aku', 'gacha', 'dapat', 'aspirant', 'di', 'pola', 'akun', 'aku', 'danish', 'ml']",,positive
Ziddan ZiddaN,"sinyal bagus tiba tiba ngeleg lah mentok loby lah patah patah hp udh bagus ram nya besar, kebanyakan ini itu monton jadi performa permainan ga asik",2.1.18.11201,"sinyal bagus tiba tiba ngeleg lah mentok loby lah patah patah hp udh bagus ram nya besar, kebanyakan ini itu monton jadi performa permainan ga asik","['sinyal', 'bagus', 'tiba', 'tiba', 'ngeleg', 'lah', 'mentok', 'loby', 'lah', 'patah', 'patah', 'hp', 'udh', 'bagus', 'ram', 'nya', 'besar', ',', 'kebanyakan', 'ini', 'itu', 'monton', 'jadi', 'performa', 'permainan', 'ga', 'asik']","['sinyal', 'bagus', 'tiba', 'tiba', 'ngeleg', 'lah', 'mentok', 'loby', 'lah', 'patah', 'patah', 'hp', 'udh', 'bagus', 'ram', 'nya', 'besar', 'kebanyakan', 'ini', 'itu', 'monton', 'jadi', 'performa', 'permainan', 'ga', 'asik']","['sinyal', 'bagus', 'lag', 'mentok', 'loby', 'patah', 'patah', 'sudah', 'bagus', 'ram', 'besar', 'banyak', 'performa', 'asik']","['sinyal', 'bagus', 'tiba', 'tiba', 'ngeleg', 'lah', 'mentok', 'loby', 'lah', 'patah', 'patah', 'hp', 'udh', 'bagus', 'ram', 'nya', 'besar', 'banyak', 'ini', 'itu', 'monton', 'jadi', 'performa', 'main', 'ga', 'asik']","['sinyal', 'bagus', 'tiba', 'tiba', 'lag', 'lah', 'mentok', 'loby', 'lah', 'patah', 'patah', 'hp', 'sudah', 'bagus', 'ram', 'nya', 'besar', 'banyak', 'ini', 'itu', 'moonton', 'jadi', 'performa', 'main', 'tidak', 'asik']",,negative
Wahyu Kurniawantpm113,"game sampah monton tolol, banyak bocah dan tim random acak ga jelas tolol, game terburuk",,"game sampah monton tolol, banyak bocah dan tim random acak ga jelas tolol, game terburuk","['game', 'sampah', 'monton', 'tolol', ',', 'banyak', 'bocah', 'dan', 'tim', 'random', 'acak', 'ga', 'jelas', 'tolol', ',', 'game', 'terburuk']","['game', 'sampah', 'monton', 'tolol', 'banyak', 'bocah', 'dan', 'tim', 'random', 'acak', 'ga', 'jelas', 'tolol', 'game', 'terburuk']","['sampah', 'tolol', 'banyak', 'bocah', 'random', 'acak', 'jelas', 'tolol', 'buruk']","['game', 'sampah', 'monton', 'tolol', 'banyak', 'bocah', 'dan', 'tim', 'random', 'acak', 'ga', 'jelas', 'tolol', 'game', 'buruk']","['game', 'sampah', 'moonton', 'tolol', 'banyak', 'bocah', 'dan', 'team', 'random', 'acak', 'tidak', 'jelas', 'tolol', 'game', 'buruk']",,negative
Zulfan Azzaki,Montoon kontol,,montoon kontol,"['montoon', 'kontol']","['montoon', 'kontol']",['kontol'],"['montoon', 'kontol']","['moonton', 'kontol']",,negative
masitoh iim,"cocok untuk menghilangkan strees,tapi gw strees main game ini",1.8.20.8941,"cocok untuk menghilangkan strees,tapi gw strees main game ini","['cocok', 'untuk', 'menghilangkan', 'strees', ',', 'tapi', 'gw', 'strees', 'main', 'game', 'ini']","['cocok', 'untuk', 'menghilangkan', 'strees', 'tapi', 'gw', 'strees', 'main', 'game', 'ini']","['cocok', 'hilang', 'strees', 'strees']","['cocok', 'untuk', 'hilang', 'strees', 'tapi', 'gw', 'strees', 'main', 'game', 'ini']","['cocok', 'untuk', 'hilang', 'strees', 'tapi', 'aku', 'strees', 'main', 'game', 'ini']",,neutral
MUH SUKRI,game pembuat stresssssssssssss,2.1.18.11201,game pembuat stresssssssssssss,"['game', 'pembuat', 'stresssssssssssss']","['game', 'pembuat', 'stres']",['stres'],"['game', 'buat', 'stres']","['game', 'buat', 'stres']",,negative
Adost,Main solo ketemu party 5 game aneh memang game busuk busuk,2.1.18.11201,main solo ketemu party 5 game aneh memang game busuk busuk,"['main', 'solo', 'ketemu', 'party', '5', 'game', 'aneh', 'memang', 'game', 'busuk', 'busuk']","['main', 'solo', 'ketemu', 'party', 'game', 'aneh', 'memang', 'game', 'busuk', 'busuk']","['ketemu', 'party', 'aneh', 'busuk', 'busuk']","['main', 'solo', 'ketemu', 'party', 'game', 'aneh', 'memang', 'game', 'busuk', 'busuk']","['main', 'solo', 'ketemu', 'party', 'game', 'aneh', 'memang', 'game', 'busuk', 'busuk']",,negative
Dewi Dextro,"monton babi macth making di tier epic ke atas tdk adil tuk solo Player😤😤😤 lose streak trus, percuma klo dpt MVP klo cuman tuk kalah doang, dasar sistem anjinggggg",2.1.18.11201,"monton babi macth making di tier epic ke atas tdk adil tuk solo player😤😤😤 lose streak trus, percuma klo dpt mvp klo cuman tuk kalah doang, dasar sistem anjinggggg","['monton', 'babi', 'macth', 'making', 'di', 'tier', 'epic', 'ke', 'atas', 'tdk', 'adil', 'tuk', 'solo', 'player😤😤😤', 'lose', 'streak', 'trus', ',', 'percuma', 'klo', 'dpt', 'mvp', 'klo', 'cuman', 'tuk', 'kalah', 'doang', ',', 'dasar', 'sistem', 'anjinggggg']","['monton', 'babi', 'macth', 'making', 'di', 'tier', 'epic', 'ke', 'atas', 'tdk', 'adil', 'tuk', 'solo', 'player', 'lose', 'streak', 'trus', 'percuma', 'klo', 'dpt', 'mvp', 'klo', 'cuman', 'tuk', 'kalah', 'doang', 'dasar', 'sistem', 'anjing']","['babi', 'macth', 'tier', 'epic', 'atas', 'tdk', 'adil', 'tuk', 'lose', 'streak', 'percuma', 'mvp', 'tuk', 'kalah', 'dasar', 'anjing']","['monton', 'babi', 'macth', 'making', 'di', 'tier', 'epic', 'ke', 'atas', 'tdk', 'adil', 'tuk', 'solo', 'player', 'lose', 'streak', 'trus', 'percuma', 'klo', 'dpt', 'mvp', 'klo', 'cuman', 'tuk', 'kalah', 'doang', 'dasar', 'sistem', 'anjing']","['moonton', 'babi', 'macth', 'making', 'di', 'tier', 'epic', 'ke', 'atas', 'tdk', 'adil', 'tuk', 'solo', 'player', 'lose', 'streak', 'terus', 'percuma', 'kalau', 'dapat', 'mvp', 'kalau', 'hanya', 'tuk', 'kalah', 'hanya', 'dasar', 'sistem', 'anjing']",,negative
hairani ery,game jamet g mau login bedahal wifi lancar dasar ml burik mending main ff,,game jamet g mau login bedahal wifi lancar dasar ml burik mending main ff,"['game', 'jamet', 'g', 'mau', 'login', 'bedahal', 'wifi', 'lancar', 'dasar', 'ml', 'burik', 'mending', 'main', 'ff']","['game', 'jamet', 'g', 'mau', 'login', 'bedahal', 'wifi', 'lancar', 'dasar', 'ml', 'burik', 'mending', 'main', 'ff']","['jamet', 'bedahal', 'wifi', 'lancar', 'dasar', 'buruk', 'mending', 'ff']","['game', 'jamet', 'g', 'mau', 'login', 'bedahal', 'wifi', 'lancar', 'dasar', 'ml', 'burik', 'mending', 'main', 'ff']","['game', 'jamet', 'tidak', 'mau', 'login', 'bedahal', 'wifi', 'lancar', 'dasar', 'ml', 'buruk', 'mending', 'main', 'ff']",,negative
Farel Septiana,woi monton jangan kasih gua tim dark sistem Mulu dong dari tadi udh lose trik 29 kali yang ada gua pensi nih,2.1.18.11201,woi monton jangan kasih gua tim dark sistem mulu dong dari tadi udh lose trik 29 kali yang ada gua pensi nih,"['woi', 'monton', 'jangan', 'kasih', 'gua', 'tim', 'dark', 'sistem', 'mulu', 'dong', 'dari', 'tadi', 'udh', 'lose', 'trik', '29', 'kali', 'yang', 'ada', 'gua', 'pensi', 'nih']","['woi', 'monton', 'jangan', 'kasih', 'gua', 'tim', 'dark', 'sistem', 'mulu', 'dong', 'dari', 'tadi', 'udh', 'lose', 'trik', 'kali', 'yang', 'ada', 'gua', 'pensi', 'nih']","['buruk', 'jangan', 'gelap', 'tadi', 'sudah', 'lose', 'trik', 'pensi']","['woi', 'monton', 'jangan', 'kasih', 'gua', 'tim', 'dark', 'sistem', 'mulu', 'dong', 'dari', 'tadi', 'udh', 'lose', 'trik', 'kali', 'yang', 'ada', 'gua', 'pensi', 'nih']","['buruk', 'moonton', 'jangan', 'kasih', 'aku', 'team', 'gelap', 'sistem', 'mulu', 'dong', 'dari', 'tadi', 'sudah', 'lose', 'trik', 'kali', 'yang', 'ada', 'aku', 'pensi', 'nih']",,negative
