userName,content,appVersion,content_clean,tokenized,filtered_tokens,stopwords_removed,stemmed_tokens,slang_replaced,label
あなた,"Force Close setelah 1-4 Kali match, Setelah Update Malah Begini",11.1.1.4,"force close setelah 1-4 kali match, setelah update malah begini","['force', 'close', 'setelah', '1-4', 'kali', 'match', ',', 'setelah', 'update', 'malah', 'begini']","['force', 'close', 'setelah', 'kali', 'match', 'setelah', 'update', 'malah', 'begini']","['force', 'close', 'update', 'begini']","['force', 'close', 'telah', 'kali', 'match', 'telah', 'update', 'malah', 'begini']","['force', 'close', 'telah', 'kali', 'match', 'telah', 'update', 'malah', 'begini']",negative
Snd Mf,"dikasih tim t*l*l mulu, masih mending mobile legends",,"dikasih tim t*l*l mulu, masih mending mobile legends","['dikasih', 'tim', 't', '*', 'l', '*', 'l', 'mulu', ',', 'masih', 'mending', 'mobile', 'legends']","['dikasih', 'tim', 't', 'l', 'l', 'mulu', 'masih', 'mending', 'mobile', 'legends']","['t', 'l', 'l', 'mending', 'legends']","['kasih', 'tim', 't', 'l', 'l', 'mulu', 'masih', 'mending', 'mobile', 'legends']","['kasih', 'team', 't', 'l', 'l', 'mulu', 'masih', 'mending', 'mobile', 'legends']",negative
Hikigaya Hagiman,fiturnya tolong di perbaiki,11.1.1.4,fiturnya tolong di perbaiki,"['fiturnya', 'tolong', 'di', 'perbaiki']","['fiturnya', 'tolong', 'di', 'perbaiki']","['fiturnya', 'tolong', 'baik']","['fiturnya', 'tolong', 'di', 'baik']","['fiturnya', 'tolong', 'di', 'baik']",neutral
Nanang Singgih,Good Application,,good application,"['good', 'application']","['good', 'application']","['good', 'application']","['good', 'application']","['good', 'application']",positive
Video glo,GAME RUSAK saya saranin jangan di download,,game rusak saya saranin jangan di download,"['game', 'rusak', 'saya', 'saranin', 'jangan', 'di', 'download']","['game', 'rusak', 'saya', 'saranin', 'jangan', 'di', 'download']","['rusak', 'saranin', 'jangan']","['game', 'rusak', 'saya', 'saranin', 'jangan', 'di', 'download']","['game', 'rusak', 'aku', 'saranin', 'jangan', 'di', 'download']",negative
Ariza Putra,"Min, Hp itel p55 5g saya problem ngebug random force close melulu. tolong diperbaiki.",11.1.1.4,"min, hp itel p55 5g saya problem ngebug random force close melulu. tolong diperbaiki.","['min', ',', 'hp', 'itel', 'p55', '5g', 'saya', 'problem', 'ngebug', 'random', 'force', 'close', 'melulu', '.', 'tolong', 'diperbaiki', '.']","['min', 'hp', 'itel', 'p', 'g', 'saya', 'problem', 'ngebug', 'random', 'force', 'close', 'melulu', 'tolong', 'diperbaiki']","['minimal', 'itel', 'p', 'problem', 'ngebug', 'random', 'force', 'close', 'melulu', 'tolong', 'baik']","['min', 'hp', 'itel', 'p', 'g', 'saya', 'problem', 'ngebug', 'random', 'force', 'close', 'melulu', 'tolong', 'baik']","['minimal', 'hp', 'itel', 'p', 'tidak', 'aku', 'problem', 'ngebug', 'random', 'force', 'close', 'melulu', 'tolong', 'baik']",negative
Naura,seru ni game,11.1.1.4,seru ni game,"['seru', 'ni', 'game']","['seru', 'ni', 'game']",['seru'],"['seru', 'ni', 'game']","['seru', 'ini', 'game']",positive
Sadewa crew,Free skin,11.1.1.1,free skin,"['free', 'skin']","['free', 'skin']","['free', 'skin']","['free', 'skin']","['free', 'skin']",positive
BERRY Nur Alam,"sangat seru geme nya,,,",11.1.1.4,"sangat seru geme nya,,,","['sangat', 'seru', 'geme', 'nya', ',', ',', ',']","['sangat', 'seru', 'geme', 'nya']",['seru'],"['sangat', 'seru', 'geme', 'nya']","['sangat', 'seru', 'game', 'nya']",positive
Genshin Genshin,main gila aja pemainnya tiap hari mana gak kena penalti lagi makin aneh aja nih game,,main gila aja pemainnya tiap hari mana gak kena penalti lagi makin aneh aja nih game,"['main', 'gila', 'aja', 'pemainnya', 'tiap', 'hari', 'mana', 'gak', 'kena', 'penalti', 'lagi', 'makin', 'aneh', 'aja', 'nih', 'game']","['main', 'gila', 'aja', 'pemainnya', 'tiap', 'hari', 'mana', 'gak', 'kena', 'penalti', 'lagi', 'makin', 'aneh', 'aja', 'nih', 'game']","['gila', 'mana', 'kena', 'penalti', 'makin', 'aneh']","['main', 'gila', 'aja', 'main', 'tiap', 'hari', 'mana', 'gak', 'kena', 'penalti', 'lagi', 'makin', 'aneh', 'aja', 'nih', 'game']","['main', 'gila', 'aja', 'main', 'tiap', 'hari', 'mana', 'tidak', 'kena', 'penalti', 'lagi', 'makin', 'aneh', 'aja', 'nih', 'game']",negative
Bagoes Ardianjar,"Saya udah legend *100-Up. game ini tidak menghargai roamer. perhitungannya tidak adil. bahkan dg sama-sama dpt SSS tp dg statistik yg jauh diatas yg lain, roamer TDK dominan dikasih mvp. ITS not fair for a game. saya juga seorang programmer kali. akui saja perhitungan mu kurang akurat. KDA selisih jauh saya unggul, menguasai map unggul, damage yg diterima unggul. tp dominan non roamer yg mvp.",,"saya udah legend *100-up. game ini tidak menghargai roamer. perhitungannya tidak adil. bahkan dg sama-sama dpt sss tp dg statistik yg jauh diatas yg lain, roamer tdk dominan dikasih mvp. its not fair for a game. saya juga seorang programmer kali. akui saja perhitungan mu kurang akurat. kda selisih jauh saya unggul, menguasai map unggul, damage yg diterima unggul. tp dominan non roamer yg mvp.","['saya', 'udah', 'legend', '*', '100-up', '.', 'game', 'ini', 'tidak', 'menghargai', 'roamer', '.', 'perhitungannya', 'tidak', 'adil', '.', 'bahkan', 'dg', 'sama-sama', 'dpt', 'sss', 'tp', 'dg', 'statistik', 'yg', 'jauh', 'diatas', 'yg', 'lain', ',', 'roamer', 'tdk', 'dominan', 'dikasih', 'mvp', '.', 'its', 'not', 'fair', 'for', 'a', 'game', '.', 'saya', 'juga', 'seorang', 'programmer', 'kali', '.', 'akui', 'saja', 'perhitungan', 'mu', 'kurang', 'akurat', '.', 'kda', 'selisih', 'jauh', 'saya', 'unggul', ',', 'menguasai', 'map', 'unggul', ',', 'damage', 'yg', 'diterima', 'unggul', '.', 'tp', 'dominan', 'non', 'roamer', 'yg', 'mvp', '.']","['saya', 'udah', 'legend', 'up', 'game', 'ini', 'tidak', 'menghargai', 'roamer', 'perhitungannya', 'tidak', 'adil', 'bahkan', 'dg', 'samasama', 'dpt', 's', 'tp', 'dg', 'statistik', 'yg', 'jauh', 'diatas', 'yg', 'lain', 'roamer', 'tdk', 'dominan', 'dikasih', 'mvp', 'its', 'not', 'fair', 'for', 'a', 'game', 'saya', 'juga', 'seorang', 'programmer', 'kali', 'akui', 'saja', 'perhitungan', 'mu', 'kurang', 'akurat', 'kda', 'selisih', 'jauh', 'saya', 'unggul', 'menguasai', 'map', 'unggul', 'damage', 'yg', 'diterima', 'unggul', 'tp', 'dominan', 'non', 'roamer', 'yg', 'mvp']","['up', 'harga', 'roamer', 'hitung', 'adil', 'bahkan', 'dg', 'samasama', 'dg', 'statistik', 'jauh', 'atas', 'lain', 'roamer', 'tdk', 'dominan', 'mvp', 'its', 'not', 'fair', 'for', 'programmer', 'hitung', 'mu', 'kurang', 'akurat', 'kda', 'selisih', 'jauh', 'unggul', 'kuasa', 'unggul', 'damage', 'terimakasih', 'unggul', 'dominan', 'non', 'roamer', 'mvp']","['saya', 'udah', 'legend', 'up', 'game', 'ini', 'tidak', 'harga', 'roamer', 'hitung', 'tidak', 'adil', 'bahkan', 'dg', 'samasama', 'dpt', 's', 'tp', 'dg', 'statistik', 'yg', 'jauh', 'atas', 'yg', 'lain', 'roamer', 'tdk', 'dominan', 'kasih', 'mvp', 'its', 'not', 'fair', 'for', 'a', 'game', 'saya', 'juga', 'orang', 'programmer', 'kali', 'aku', 'saja', 'hitung', 'mu', 'kurang', 'akurat', 'kda', 'selisih', 'jauh', 'saya', 'unggul', 'kuasa', 'map', 'unggul', 'damage', 'yg', 'terima', 'unggul', 'tp', 'dominan', 'non', 'roamer', 'yg', 'mvp']","['aku', 'udah', 'legend', 'up', 'game', 'ini', 'tidak', 'harga', 'roamer', 'hitung', 'tidak', 'adil', 'bahkan', 'dg', 'samasama', 'dapat', 's', 'tapi', 'dg', 'statistik', 'yang', 'jauh', 'atas', 'yang', 'lain', 'roamer', 'tdk', 'dominan', 'kasih', 'mvp', 'its', 'not', 'fair', 'for', 'a', 'game', 'aku', 'juga', 'orang', 'programmer', 'kali', 'aku', 'saja', 'hitung', 'mu', 'kurang', 'akurat', 'kda', 'selisih', 'jauh', 'aku', 'unggul', 'kuasa', 'map', 'unggul', 'damage', 'yang', 'terimakasih', 'unggul', 'tapi', 'dominan', 'non', 'roamer', 'yang', 'mvp']",negative
Erian Andri,tolong sistem match matching di benerin lagi masa tiap main ketemu Philipina mesti kalah,,tolong sistem match matching di benerin lagi masa tiap main ketemu philipina mesti kalah,"['tolong', 'sistem', 'match', 'matching', 'di', 'benerin', 'lagi', 'masa', 'tiap', 'main', 'ketemu', 'philipina', 'mesti', 'kalah']","['tolong', 'sistem', 'match', 'matching', 'di', 'benerin', 'lagi', 'masa', 'tiap', 'main', 'ketemu', 'philipina', 'mesti', 'kalah']","['tolong', 'matching', 'rusak', 'masa', 'ketemu', 'philipina', 'mesti', 'kalah']","['tolong', 'sistem', 'match', 'matching', 'di', 'benerin', 'lagi', 'masa', 'tiap', 'main', 'ketemu', 'philipina', 'mesti', 'kalah']","['tolong', 'sistem', 'match', 'matching', 'di', 'rusak', 'lagi', 'masa', 'tiap', 'main', 'ketemu', 'philipina', 'mesti', 'kalah']",negative
Yusuf Asral,"terbaik memang, walau lawannya susah",10.5.1.9,"terbaik memang, walau lawannya susah","['terbaik', 'memang', ',', 'walau', 'lawannya', 'susah']","['terbaik', 'memang', 'walau', 'lawannya', 'susah']","['baik', 'walau', 'lawan', 'susah']","['baik', 'memang', 'walau', 'lawan', 'susah']","['baik', 'memang', 'walau', 'lawan', 'susah']",positive
Jon Lengkong,game yang tidak adil,9.4.1.14,game yang tidak adil,"['game', 'yang', 'tidak', 'adil']","['game', 'yang', 'tidak', 'adil']",['adil'],"['game', 'yang', 'tidak', 'adil']","['game', 'yang', 'tidak', 'adil']",positive
Farid Mauludi sya'ban,akun gua kena hack,,akun gua kena hack,"['akun', 'gua', 'kena', 'hack']","['akun', 'gua', 'kena', 'hack']","['akun', 'kena', 'hack']","['akun', 'gua', 'kena', 'hack']","['akun', 'aku', 'kena', 'hack']",negative
Haykal Rozi90,seru,11.1.1.4,seru,['seru'],['seru'],['seru'],['seru'],['seru'],positive
Sirpan Deni N,kenapa pas saya main mental keluar sendiri dan masuk yah lama itu udah ke masuk afk gak segaja dan itu setiap hari,11.1.1.4,kenapa pas saya main mental keluar sendiri dan masuk yah lama itu udah ke masuk afk gak segaja dan itu setiap hari,"['kenapa', 'pas', 'saya', 'main', 'mental', 'keluar', 'sendiri', 'dan', 'masuk', 'yah', 'lama', 'itu', 'udah', 'ke', 'masuk', 'afk', 'gak', 'segaja', 'dan', 'itu', 'setiap', 'hari']","['kenapa', 'pas', 'saya', 'main', 'mental', 'keluar', 'sendiri', 'dan', 'masuk', 'yah', 'lama', 'itu', 'udah', 'ke', 'masuk', 'afk', 'gak', 'segaja', 'dan', 'itu', 'setiap', 'hari']","['kenapa', 'mental', 'keluar', 'sendiri', 'masuk', 'lama', 'masuk', 'afk', 'segaja']","['kenapa', 'pas', 'saya', 'main', 'mental', 'keluar', 'sendiri', 'dan', 'masuk', 'yah', 'lama', 'itu', 'udah', 'ke', 'masuk', 'afk', 'gak', 'segaja', 'dan', 'itu', 'tiap', 'hari']","['kenapa', 'pas', 'aku', 'main', 'mental', 'keluar', 'sendiri', 'dan', 'masuk', 'yah', 'lama', 'itu', 'udah', 'ke', 'masuk', 'afk', 'tidak', 'segaja', 'dan', 'itu', 'tiap', 'hari']",negative
Secon Civiel,GAME CACAT . lawan bot terus teman pun bot . gameplay pun rusak . UNINSTAL,11.1.1.4,game cacat . lawan bot terus teman pun bot . gameplay pun rusak . uninstal,"['game', 'cacat', '.', 'lawan', 'bot', 'terus', 'teman', 'pun', 'bot', '.', 'gameplay', 'pun', 'rusak', '.', 'uninstal']","['game', 'cacat', 'lawan', 'bot', 'terus', 'teman', 'pun', 'bot', 'gameplay', 'pun', 'rusak', 'uninstal']","['cacat', 'lawan', 'bot', 'teman', 'bot', 'rusak', 'uninstal']","['game', 'cacat', 'lawan', 'bot', 'terus', 'teman', 'pun', 'bot', 'gameplay', 'pun', 'rusak', 'uninstal']","['game', 'cacat', 'lawan', 'bot', 'terus', 'teman', 'pun', 'bot', 'gameplay', 'pun', 'rusak', 'uninstal']",negative
Hanns 784,game ini bagus cuman kurang adil pada bagian akhir match kda seakan kurang berarti,11.1.1.4,game ini bagus cuman kurang adil pada bagian akhir match kda seakan kurang berarti,"['game', 'ini', 'bagus', 'cuman', 'kurang', 'adil', 'pada', 'bagian', 'akhir', 'match', 'kda', 'seakan', 'kurang', 'berarti']","['game', 'ini', 'bagus', 'cuman', 'kurang', 'adil', 'pada', 'bagian', 'akhir', 'match', 'kda', 'seakan', 'kurang', 'berarti']","['bagus', 'kurang', 'adil', 'bagi', 'akhir', 'kda', 'kurang', 'arti']","['game', 'ini', 'bagus', 'cuman', 'kurang', 'adil', 'pada', 'bagi', 'akhir', 'match', 'kda', 'akan', 'kurang', 'arti']","['game', 'ini', 'bagus', 'hanya', 'kurang', 'adil', 'pada', 'bagi', 'akhir', 'match', 'kda', 'akan', 'kurang', 'arti']",negative
Sesilia samaria Duha,karna game ini mirip dengan mobil legend,11.1.1.4,karna game ini mirip dengan mobil legend,"['karna', 'game', 'ini', 'mirip', 'dengan', 'mobil', 'legend']","['karna', 'game', 'ini', 'mirip', 'dengan', 'mobil', 'legend']","['mirip', 'mobil']","['karna', 'game', 'ini', 'mirip', 'dengan', 'mobil', 'legend']","['karena', 'game', 'ini', 'mirip', 'dengan', 'mobil', 'legend']",neutral
Fito Alamsyah,player nya berkata kata kasa saat login lancar dan saat main tapi kalo gak sengaya keluar lowding nya lama bet,,player nya berkata kata kasa saat login lancar dan saat main tapi kalo gak sengaya keluar lowding nya lama bet,"['player', 'nya', 'berkata', 'kata', 'kasa', 'saat', 'login', 'lancar', 'dan', 'saat', 'main', 'tapi', 'kalo', 'gak', 'sengaya', 'keluar', 'lowding', 'nya', 'lama', 'bet']","['player', 'nya', 'berkata', 'kata', 'kasa', 'saat', 'login', 'lancar', 'dan', 'saat', 'main', 'tapi', 'kalo', 'gak', 'sengaya', 'keluar', 'lowding', 'nya', 'lama', 'bet']","['kasa', 'lancar', 'sengaya', 'keluar', 'lowding', 'lama', 'banget']","['player', 'nya', 'kata', 'kata', 'kasa', 'saat', 'login', 'lancar', 'dan', 'saat', 'main', 'tapi', 'kalo', 'gak', 'sengaya', 'keluar', 'lowding', 'nya', 'lama', 'bet']","['player', 'nya', 'kata', 'kata', 'kasa', 'saat', 'login', 'lancar', 'dan', 'saat', 'main', 'tapi', 'kalau', 'tidak', 'sengaya', 'keluar', 'lowding', 'nya', 'lama', 'banget']",negative
Pahri Aldiansyah faz,tetep aja udah diamon masih aja ada drak sistemnya pusing ah,,tetep aja udah diamon masih aja ada drak sistemnya pusing ah,"['tetep', 'aja', 'udah', 'diamon', 'masih', 'aja', 'ada', 'drak', 'sistemnya', 'pusing', 'ah']","['tetep', 'aja', 'udah', 'diamon', 'masih', 'aja', 'ada', 'drak', 'sistemnya', 'pusing', 'ah']","['tetap', 'diamon', 'gelap', 'pusing', 'ah']","['tetep', 'aja', 'udah', 'diamon', 'masih', 'aja', 'ada', 'drak', 'sistem', 'pusing', 'ah']","['tetap', 'aja', 'udah', 'diamon', 'masih', 'aja', 'ada', 'gelap', 'sistem', 'pusing', 'ah']",negative
Oktagaram Oktagaram,apa hok jarigan nya tidak stabil game banyak bug soryy rerting bintang satu iya,11.1.1.4,apa hok jarigan nya tidak stabil game banyak bug soryy rerting bintang satu iya,"['apa', 'hok', 'jarigan', 'nya', 'tidak', 'stabil', 'game', 'banyak', 'bug', 'soryy', 'rerting', 'bintang', 'satu', 'iya']","['apa', 'hok', 'jarigan', 'nya', 'tidak', 'stabil', 'game', 'banyak', 'bug', 'soryy', 'rerting', 'bintang', 'satu', 'iya']","['jarigan', 'stabil', 'banyak', 'bug', 'soryy', 'rerting', 'bintang', 'satu', 'iya']","['apa', 'hok', 'jarigan', 'nya', 'tidak', 'stabil', 'game', 'banyak', 'bug', 'soryy', 'rerting', 'bintang', 'satu', 'iya']","['apa', 'hok', 'jarigan', 'nya', 'tidak', 'stabil', 'game', 'banyak', 'bug', 'soryy', 'rerting', 'bintang', 'satu', 'iya']",negative
Suradi Cerm,"pernah mencoba baguss, ini nyoba lagi",9.4.1.4,"pernah mencoba baguss, ini nyoba lagi","['pernah', 'mencoba', 'baguss', ',', 'ini', 'nyoba', 'lagi']","['pernah', 'mencoba', 'baguss', 'ini', 'nyoba', 'lagi']","['pernah', 'coba', 'bagus', 'nyoba']","['pernah', 'coba', 'baguss', 'ini', 'nyoba', 'lagi']","['pernah', 'coba', 'bagus', 'ini', 'nyoba', 'lagi']",positive
Rifki syahputra Massa,gg honor of kings itu game nya seru dan bagus hero hero nya lagi apa lagi gratis,,gg honor of kings itu game nya seru dan bagus hero hero nya lagi apa lagi gratis,"['gg', 'honor', 'of', 'kings', 'itu', 'game', 'nya', 'seru', 'dan', 'bagus', 'hero', 'hero', 'nya', 'lagi', 'apa', 'lagi', 'gratis']","['gg', 'honor', 'of', 'kings', 'itu', 'game', 'nya', 'seru', 'dan', 'bagus', 'hero', 'hero', 'nya', 'lagi', 'apa', 'lagi', 'gratis']","['gg', 'seru', 'bagus', 'gratis']","['gg', 'honor', 'of', 'kings', 'itu', 'game', 'nya', 'seru', 'dan', 'bagus', 'hero', 'hero', 'nya', 'lagi', 'apa', 'lagi', 'gratis']","['gg', 'honor', 'of', 'kings', 'itu', 'game', 'nya', 'seru', 'dan', 'bagus', 'hero', 'hero', 'nya', 'lagi', 'apa', 'lagi', 'gratis']",positive
Rehan han,"Semoga kamu ga ngecewain gw, jangan kaya game mole sebelah",11.1.1.4,"semoga kamu ga ngecewain gw, jangan kaya game mole sebelah","['semoga', 'kamu', 'ga', 'ngecewain', 'gw', ',', 'jangan', 'kaya', 'game', 'mole', 'sebelah']","['semoga', 'kamu', 'ga', 'ngecewain', 'gw', 'jangan', 'kaya', 'game', 'mole', 'sebelah']","['moga', 'ngecewain', 'jangan', 'mole']","['moga', 'kamu', 'ga', 'ngecewain', 'gw', 'jangan', 'kaya', 'game', 'mole', 'belah']","['moga', 'kamu', 'tidak', 'ngecewain', 'aku', 'jangan', 'seperti', 'game', 'mole', 'belah']",negative
Alif Setiawan,game nya bagus gak kayak ML(trash) yg makin update makin jelek🤣🤣,,game nya bagus gak kayak ml(trash) yg makin update makin jelek🤣🤣,"['game', 'nya', 'bagus', 'gak', 'kayak', 'ml', '(', 'trash', ')', 'yg', 'makin', 'update', 'makin', 'jelek🤣🤣']","['game', 'nya', 'bagus', 'gak', 'kayak', 'ml', 'trash', 'yg', 'makin', 'update', 'makin', 'jelek']","['bagus', 'trash', 'makin', 'update', 'makin', 'jelek']","['game', 'nya', 'bagus', 'gak', 'kayak', 'ml', 'trash', 'yg', 'makin', 'update', 'makin', 'jelek']","['game', 'nya', 'bagus', 'tidak', 'seperti', 'ml', 'trash', 'yang', 'makin', 'update', 'makin', 'jelek']",negative
Yen' nan,"dari semua game yang saya coba cuma game ini doang yang jaringanya tidak ada kepastian artinya lag terus menerus, Wi-Fi lancar, sinyal full oke masih ajha lag, seakan-akan belum memadai di mainkan di server global, sekian Terimakasih.., saya gk mau hal lain tentang kepuasan bermain, tapi kenyamanan bermain itu yang paling utama, mohon kerja samanya, benerin sinyal atau apalah itu, jika tidak, tolong periksa otomatis sebagian player mungkin ada yang mengunakan Plung-in dll..... 🤡🤡🤡",11.1.1.4,"dari semua game yang saya coba cuma game ini doang yang jaringanya tidak ada kepastian artinya lag terus menerus, wi-fi lancar, sinyal full oke masih ajha lag, seakan-akan belum memadai di mainkan di server global, sekian terimakasih.., saya gk mau hal lain tentang kepuasan bermain, tapi kenyamanan bermain itu yang paling utama, mohon kerja samanya, benerin sinyal atau apalah itu, jika tidak, tolong periksa otomatis sebagian player mungkin ada yang mengunakan plung-in dll..... 🤡🤡🤡","['dari', 'semua', 'game', 'yang', 'saya', 'coba', 'cuma', 'game', 'ini', 'doang', 'yang', 'jaringanya', 'tidak', 'ada', 'kepastian', 'artinya', 'lag', 'terus', 'menerus', ',', 'wi-fi', 'lancar', ',', 'sinyal', 'full', 'oke', 'masih', 'ajha', 'lag', ',', 'seakan-akan', 'belum', 'memadai', 'di', 'mainkan', 'di', 'server', 'global', ',', 'sekian', 'terimakasih', '..', ',', 'saya', 'gk', 'mau', 'hal', 'lain', 'tentang', 'kepuasan', 'bermain', ',', 'tapi', 'kenyamanan', 'bermain', 'itu', 'yang', 'paling', 'utama', ',', 'mohon', 'kerja', 'samanya', ',', 'benerin', 'sinyal', 'atau', 'apalah', 'itu', ',', 'jika', 'tidak', ',', 'tolong', 'periksa', 'otomatis', 'sebagian', 'player', 'mungkin', 'ada', 'yang', 'mengunakan', 'plung-in', 'dll', '.....', '🤡🤡🤡']","['dari', 'semua', 'game', 'yang', 'saya', 'coba', 'cuma', 'game', 'ini', 'doang', 'yang', 'jaringanya', 'tidak', 'ada', 'kepastian', 'artinya', 'lag', 'terus', 'menerus', 'wifi', 'lancar', 'sinyal', 'full', 'oke', 'masih', 'ajha', 'lag', 'seakanakan', 'belum', 'memadai', 'di', 'mainkan', 'di', 'server', 'global', 'sekian', 'terimakasih', 'saya', 'gk', 'mau', 'hal', 'lain', 'tentang', 'kepuasan', 'bermain', 'tapi', 'kenyamanan', 'bermain', 'itu', 'yang', 'paling', 'utama', 'mohon', 'kerja', 'samanya', 'benerin', 'sinyal', 'atau', 'apalah', 'itu', 'jika', 'tidak', 'tolong', 'periksa', 'otomatis', 'sebagian', 'player', 'mungkin', 'ada', 'yang', 'mengunakan', 'plungin', 'dll']","['semua', 'coba', 'cuma', 'jaringanya', 'pasti', 'arti', 'lag', 'wifi', 'lancar', 'sinyal', 'full', 'oke', 'lag', 'seakanakan', 'belum', 'server', 'global', 'sekian', 'terimakasih', 'hal', 'lain', 'puas', 'nyaman', 'paling', 'utama', 'mohon', 'kerja', 'rusak', 'sinyal', 'jika', 'tolong', 'periksa', 'otomatis', 'bagi', 'mungkin', 'mengunakan', 'plungin', 'dll']","['dari', 'semua', 'game', 'yang', 'saya', 'coba', 'cuma', 'game', 'ini', 'doang', 'yang', 'jaringanya', 'tidak', 'ada', 'pasti', 'arti', 'lag', 'terus', 'terus', 'wifi', 'lancar', 'sinyal', 'full', 'oke', 'masih', 'ajha', 'lag', 'seakanakan', 'belum', 'pada', 'di', 'main', 'di', 'server', 'global', 'sekian', 'terimakasih', 'saya', 'gk', 'mau', 'hal', 'lain', 'tentang', 'puas', 'main', 'tapi', 'nyaman', 'main', 'itu', 'yang', 'paling', 'utama', 'mohon', 'kerja', 'sama', 'benerin', 'sinyal', 'atau', 'apa', 'itu', 'jika', 'tidak', 'tolong', 'periksa', 'otomatis', 'bagi', 'player', 'mungkin', 'ada', 'yang', 'mengunakan', 'plungin', 'dll']","['dari', 'semua', 'game', 'yang', 'aku', 'coba', 'cuma', 'game', 'ini', 'hanya', 'yang', 'jaringanya', 'tidak', 'ada', 'pasti', 'arti', 'lag', 'terus', 'terus', 'wifi', 'lancar', 'sinyal', 'full', 'oke', 'masih', 'aja', 'lag', 'seakanakan', 'belum', 'pada', 'di', 'main', 'di', 'server', 'global', 'sekian', 'terimakasih', 'aku', 'tidak', 'mau', 'hal', 'lain', 'tentang', 'puas', 'main', 'tapi', 'nyaman', 'main', 'itu', 'yang', 'paling', 'utama', 'mohon', 'kerja', 'sama', 'rusak', 'sinyal', 'atau', 'apa', 'itu', 'jika', 'tidak', 'tolong', 'periksa', 'otomatis', 'bagi', 'player', 'mungkin', 'ada', 'yang', 'mengunakan', 'plungin', 'dll']",negative
